Lote,FechaInicioPlantacion,FechaFinPlantacion,Precipitacion_mm (400-1000),Temperatura_C (18-28),Humedad_porcentaje (50-90),HorasSol_dia (12-13),Altitud_msnm (0-3200),CostoTotal_USD (3000-5000),Produccion_qt (400-500),Produccion_kg (40000-50000),Fertilizante_NPK (N-P-K),ModoRiego (Aspersion/Goteo/Gravedad),Riego_Etapa1_mm (20-50),Riego_Etapa2_mm (30-60),Riego_Etapa3_mm (40-70),DistanciaMecanizacion_m (10-50),DistanciaSiembra_m (0.5-1.0),TipoSuelo (Arenoso/Arcilloso/Franco),pH_Suelo (5.5-7.5)
2639,2886-09-17,2887-01-15,816.23,18.07,85.05,12.52,2812.01,3569.87,442.11,47463.0,N-18 P-13 K-16,Aspersion,49.14,57.79,44.82,28.78,0.7,Arenoso,7.1
2640,2887-01-15,2887-05-15,755.53,21.96,80.81,12.52,2443.64,4847.04,423.3,42148.0,N-20 P-14 K-20,Goteo,30.13,57.85,46.92,47.86,0.6,Arcilloso,6.3
2641,2887-05-15,2887-09-12,809.9,20.41,61.89,12.19,2838.41,3025.94,408.06,49003.0,N-15 P-18 K-18,Aspersion,31.22,44.34,60.01,41.62,0.9,Franco,5.6
2642,2887-09-12,2888-01-10,986.38,19.19,57.12,12.85,2179.8,3212.61,418.36,43243.0,N-15 P-14 K-11,Gravedad,47.11,57.19,50.34,11.21,0.7,Arenoso,6.6
2643,2888-01-10,2888-05-09,912.29,25.71,61.61,12.58,847.34,4167.59,419.75,42040.0,N-10 P-15 K-18,Gravedad,25.7,41.65,63.57,45.55,0.9,Franco,5.7
2644,2888-05-09,2888-09-06,787.75,23.45,67.17,12.22,1142.57,3282.39,401.24,49324.0,N-18 P-18 K-19,Gravedad,31.67,55.79,67.1,42.57,0.6,Arcilloso,7.3
2645,2888-09-06,2889-01-04,483.27,24.18,59.26,12.91,939.94,3233.42,467.63,47506.0,N-14 P-11 K-12,Goteo,45.8,42.51,63.8,30.53,0.8,Franco,6.3
2646,2889-01-04,2889-05-04,557.57,18.02,76.02,12.72,1832.35,3553.22,423.11,45542.0,N-19 P-18 K-19,Gravedad,29.75,50.23,63.09,15.48,0.7,Arcilloso,6.2
2647,2889-05-04,2889-09-01,564.96,23.47,61.79,12.62,234.56,3691.49,408.67,45008.0,N-14 P-11 K-18,Goteo,22.32,55.22,56.53,24.54,0.7,Arenoso,6.5
2648,2889-09-01,2889-12-30,780.93,25.87,75.32,12.07,631.88,3467.53,428.66,40407.0,N-19 P-19 K-16,Gravedad,40.48,51.16,60.35,27.79,0.8,Arcilloso,6.1
2649,2889-12-30,2890-04-29,658.48,18.04,68.76,12.48,2684.38,3495.76,421.58,48972.0,N-14 P-13 K-17,Goteo,21.33,59.08,49.35,24.41,0.7,Franco,6.5
2650,2890-04-29,2890-08-27,428.9,18.14,57.4,12.19,907.77,3047.47,457.09,49562.0,N-18 P-16 K-17,Aspersion,49.47,44.07,67.57,45.61,0.8,Arcilloso,7.4
2651,2890-08-27,2890-12-25,774.79,19.02,66.81,12.78,1961.85,3761.76,464.64,42966.0,N-16 P-19 K-15,Goteo,27.32,56.48,51.61,48.06,0.6,Franco,5.7
2652,2890-12-25,2891-04-24,568.06,20.45,82.88,12.23,1092.48,4724.72,408.98,40662.0,N-11 P-17 K-16,Goteo,40.7,45.27,51.8,28.49,0.9,Arcilloso,6.4
2653,2891-04-24,2891-08-22,713.42,26.0,87.83,12.86,1405.43,3581.21,469.66,42345.0,N-15 P-19 K-11,Goteo,45.05,56.26,60.18,30.89,0.9,Arcilloso,6.2
2654,2891-08-22,2891-12-20,767.23,22.09,61.77,12.35,716.1,4306.08,405.08,40696.0,N-19 P-20 K-14,Goteo,26.76,43.28,64.74,40.33,0.7,Arenoso,7.2
2655,2891-12-20,2892-04-18,497.14,24.19,51.68,12.09,1334.1,3707.21,460.74,49565.0,N-15 P-15 K-12,Aspersion,35.71,50.47,56.55,32.51,0.8,Arcilloso,6.8
2656,2892-04-18,2892-08-16,807.7,25.64,58.54,12.3,3145.89,4780.73,472.01,46225.0,N-18 P-13 K-13,Goteo,33.65,45.31,43.27,22.03,0.7,Arcilloso,5.8
2657,2892-08-16,2892-12-14,757.4,20.97,58.84,12.21,585.53,4082.23,412.23,40575.0,N-17 P-20 K-11,Goteo,46.43,30.26,40.3,24.74,0.9,Arenoso,5.6
2658,2892-12-14,2893-04-13,718.47,23.6,68.25,12.98,1255.37,4704.62,457.35,49639.0,N-17 P-14 K-13,Gravedad,43.53,31.38,61.56,10.98,1.0,Arcilloso,7.4
2659,2893-04-13,2893-08-11,919.17,18.06,70.03,12.7,2314.96,3036.54,402.34,44917.0,N-19 P-17 K-19,Gravedad,35.8,40.58,42.22,31.75,0.6,Franco,5.8
2660,2893-08-11,2893-12-09,600.01,22.58,81.79,12.03,505.06,3280.37,483.21,42393.0,N-14 P-15 K-19,Aspersion,49.94,50.78,66.56,28.68,0.9,Arenoso,6.4
2661,2893-12-09,2894-04-08,761.27,24.18,75.06,12.67,1645.53,4400.51,418.55,44204.0,N-13 P-12 K-20,Goteo,30.95,35.32,59.38,21.75,1.0,Arcilloso,7.0
2662,2894-04-08,2894-08-06,857.16,20.16,56.32,12.59,2688.28,4642.4,433.59,41834.0,N-12 P-20 K-17,Aspersion,31.21,47.7,41.03,43.09,0.8,Arenoso,6.5
2663,2894-08-06,2894-12-04,443.73,22.91,75.8,12.89,369.15,4828.19,443.99,46147.0,N-14 P-13 K-17,Gravedad,24.52,40.18,60.23,35.77,0.7,Arcilloso,7.0
2664,2894-12-04,2895-04-03,606.34,19.22,74.63,12.14,2677.54,3168.45,407.38,41053.0,N-14 P-11 K-10,Goteo,35.97,42.26,66.11,14.7,0.9,Arenoso,6.9
2665,2895-04-03,2895-08-01,895.6,23.66,77.71,12.26,1764.47,4549.46,456.15,42092.0,N-19 P-12 K-16,Aspersion,39.55,54.01,56.63,32.02,0.7,Arenoso,7.0
2666,2895-08-01,2895-11-29,916.07,27.93,70.02,12.1,2516.52,4334.46,401.3,45798.0,N-18 P-16 K-19,Gravedad,34.35,56.59,42.03,49.05,0.7,Franco,5.8
2667,2895-11-29,2896-03-28,443.03,20.09,87.34,12.04,2933.32,3434.48,425.94,44466.0,N-15 P-11 K-20,Goteo,27.88,34.18,65.73,11.91,0.9,Arcilloso,6.2
2668,2896-03-28,2896-07-26,618.61,26.07,63.6,12.23,3186.68,3276.08,424.07,45757.0,N-17 P-14 K-11,Gravedad,41.91,45.98,62.71,32.14,0.7,Franco,5.5
2669,2896-07-26,2896-11-23,630.39,24.88,63.54,12.07,2745.78,3823.49,475.49,44373.0,N-15 P-14 K-18,Gravedad,47.51,50.23,66.61,20.94,0.5,Arenoso,6.2
2670,2896-11-23,2897-03-23,870.23,23.71,83.14,12.68,1666.97,4783.57,498.65,47900.0,N-11 P-20 K-11,Goteo,20.87,35.19,43.07,44.49,0.5,Franco,7.5
2671,2897-03-23,2897-07-21,791.97,18.94,68.6,12.45,2892.82,4299.12,496.05,49208.0,N-13 P-18 K-13,Aspersion,41.47,39.97,65.07,32.65,0.6,Arenoso,7.0
2672,2897-07-21,2897-11-18,888.9,22.19,51.06,12.48,778.71,3484.44,469.43,43683.0,N-15 P-12 K-10,Gravedad,35.72,31.65,47.11,30.55,0.6,Franco,5.9
2673,2897-11-18,2898-03-18,794.49,27.11,79.98,12.22,2707.56,3133.57,463.48,41093.0,N-12 P-14 K-10,Goteo,20.42,51.52,66.46,47.86,0.9,Arcilloso,6.1
2674,2898-03-18,2898-07-16,924.69,19.33,58.73,12.63,429.82,4875.47,475.5,44841.0,N-19 P-15 K-15,Aspersion,21.88,48.91,66.55,32.41,0.8,Arenoso,6.2
2675,2898-07-16,2898-11-13,650.82,19.73,89.49,12.1,1944.14,3677.77,499.42,40895.0,N-16 P-11 K-14,Gravedad,37.38,51.79,65.86,47.35,0.7,Franco,6.2
2676,2898-11-13,2899-03-13,577.42,25.69,63.37,12.13,48.83,4188.95,471.58,46958.0,N-16 P-15 K-13,Gravedad,46.21,33.0,67.21,44.97,0.5,Arcilloso,6.1
2677,2899-03-13,2899-07-11,666.33,27.09,62.76,12.69,2015.78,4233.78,495.71,40668.0,N-11 P-11 K-13,Goteo,49.87,48.56,55.94,29.37,0.6,Arenoso,6.3
2678,2899-07-11,2899-11-08,530.14,24.13,73.77,12.8,2824.89,3771.35,404.29,41497.0,N-11 P-19 K-19,Goteo,30.51,56.66,63.25,19.6,0.8,Arenoso,7.1
2679,2899-11-08,2900-03-08,781.23,20.4,72.74,12.98,1076.0,3409.98,425.92,48740.0,N-14 P-14 K-10,Gravedad,22.74,44.01,65.71,34.72,0.6,Arcilloso,6.3
2680,2900-03-08,2900-07-06,434.66,27.59,83.38,12.94,59.04,4315.85,453.21,42445.0,N-13 P-16 K-14,Gravedad,40.82,33.15,49.99,43.72,0.9,Franco,6.0
2681,2900-07-06,2900-11-03,634.58,27.89,67.09,12.2,1152.48,3481.43,437.76,41441.0,N-17 P-15 K-16,Aspersion,31.45,52.7,51.35,22.75,0.6,Arcilloso,6.6
2682,2900-11-03,2901-03-03,940.87,18.32,73.5,12.43,1806.97,4477.6,406.44,47014.0,N-18 P-15 K-19,Aspersion,41.18,38.81,48.53,17.53,0.9,Arcilloso,6.3
2683,2901-03-03,2901-07-01,674.85,20.57,58.28,12.72,710.49,3818.22,444.43,40883.0,N-14 P-11 K-14,Gravedad,35.6,35.99,54.57,48.09,0.7,Arcilloso,7.4
2684,2901-07-01,2901-10-29,832.42,27.39,87.79,13.0,930.19,4782.14,441.1,49892.0,N-10 P-19 K-20,Gravedad,39.74,51.88,66.67,28.09,0.6,Franco,5.8
2685,2901-10-29,2902-02-26,887.99,19.22,75.74,12.58,2702.66,4628.6,459.67,49009.0,N-15 P-18 K-20,Gravedad,36.75,48.5,53.07,38.65,1.0,Arcilloso,7.0
2686,2902-02-26,2902-06-26,483.56,27.27,66.32,12.01,1924.32,4535.46,448.59,49723.0,N-20 P-16 K-12,Gravedad,38.85,41.8,55.17,24.81,0.6,Franco,7.0
2687,2902-06-26,2902-10-24,935.28,27.15,67.56,12.44,1792.64,3565.57,489.84,48716.0,N-12 P-20 K-11,Aspersion,40.52,33.87,40.13,27.24,0.9,Arenoso,6.2
2688,2902-10-24,2903-02-21,551.16,19.29,74.48,12.52,1221.58,4238.76,424.98,49291.0,N-15 P-14 K-15,Goteo,49.77,58.16,54.54,48.81,0.9,Arenoso,7.4
2689,2903-02-21,2903-06-21,951.01,21.21,74.64,12.66,2711.81,3835.41,431.12,40696.0,N-17 P-13 K-17,Gravedad,41.66,32.54,61.74,32.78,0.6,Arenoso,5.9
2690,2903-06-21,2903-10-19,688.92,21.85,59.81,12.02,2306.82,3428.08,460.36,41335.0,N-13 P-19 K-18,Gravedad,42.01,34.42,68.17,30.91,0.9,Arcilloso,6.9
2691,2903-10-19,2904-02-16,803.25,25.32,84.37,12.4,2703.34,4463.93,455.41,46619.0,N-19 P-19 K-11,Gravedad,29.37,31.01,52.7,10.12,0.8,Arenoso,6.2
2692,2904-02-16,2904-06-15,610.8,19.4,83.01,12.56,2219.46,4326.73,421.38,45470.0,N-13 P-18 K-20,Aspersion,25.93,31.29,61.59,32.1,0.7,Arcilloso,6.6
2693,2904-06-15,2904-10-13,482.43,22.5,76.68,12.13,937.29,4858.85,457.93,45896.0,N-12 P-14 K-19,Aspersion,39.81,39.39,58.42,37.54,0.6,Arcilloso,6.9
2694,2904-10-13,2905-02-10,673.92,24.71,61.0,12.83,2205.5,4711.01,425.71,43729.0,N-16 P-16 K-15,Goteo,34.97,54.5,66.57,39.14,0.9,Arcilloso,6.8
2695,2905-02-10,2905-06-10,978.01,25.7,69.35,12.0,3015.57,3021.99,445.35,43595.0,N-10 P-19 K-19,Goteo,42.15,59.03,63.21,11.22,0.5,Arenoso,7.4
2696,2905-06-10,2905-10-08,791.94,19.06,84.53,12.04,1897.06,4763.82,430.3,43273.0,N-14 P-12 K-10,Goteo,48.92,32.36,50.81,37.37,0.8,Arcilloso,6.8
2697,2905-10-08,2906-02-05,516.99,21.86,87.09,12.6,2395.57,3099.21,462.34,43383.0,N-14 P-17 K-19,Gravedad,42.98,49.25,40.3,17.25,0.7,Arcilloso,5.7
2698,2906-02-05,2906-06-05,697.29,27.87,54.54,12.24,1403.22,4251.84,406.87,42529.0,N-10 P-12 K-17,Aspersion,27.63,53.44,51.96,45.42,1.0,Arenoso,6.7
2699,2906-06-05,2906-10-03,847.9,21.87,83.7,12.69,2472.47,3005.86,467.47,41978.0,N-18 P-15 K-13,Goteo,22.42,53.93,56.53,34.9,0.8,Franco,6.9
2700,2906-10-03,2907-01-31,627.97,26.23,65.23,12.41,896.17,4841.83,436.4,47254.0,N-16 P-12 K-12,Aspersion,24.91,51.11,58.92,36.68,0.8,Franco,7.2
2701,2907-01-31,2907-05-31,625.84,27.92,55.72,12.12,1128.09,3574.67,427.09,49763.0,N-20 P-13 K-11,Aspersion,27.57,50.99,51.4,10.91,0.8,Arcilloso,6.9
2702,2907-05-31,2907-09-28,917.33,25.31,65.5,12.9,2326.91,3890.55,423.81,48132.0,N-15 P-20 K-14,Aspersion,33.8,47.83,49.42,28.92,0.8,Arenoso,6.6
2703,2907-09-28,2908-01-26,884.44,18.65,55.83,12.24,1962.3,3605.47,412.07,43643.0,N-17 P-16 K-11,Gravedad,32.79,45.4,50.68,10.96,0.6,Franco,6.8
2704,2908-01-26,2908-05-25,823.33,21.29,73.8,12.6,658.71,3410.84,468.98,45352.0,N-15 P-17 K-12,Gravedad,23.18,40.35,41.75,28.55,0.7,Arcilloso,6.8
2705,2908-05-25,2908-09-22,419.77,22.17,78.13,12.69,3116.12,3274.03,406.77,44001.0,N-15 P-12 K-12,Goteo,37.77,50.97,61.32,44.22,0.6,Arcilloso,6.9
2706,2908-09-22,2909-01-20,933.67,20.32,67.39,12.77,1176.23,4647.37,459.99,45729.0,N-14 P-12 K-14,Aspersion,36.68,34.12,50.28,31.68,0.8,Arcilloso,7.5
2707,2909-01-20,2909-05-20,900.59,19.75,78.12,12.96,2742.31,3472.8,458.23,44348.0,N-10 P-17 K-19,Aspersion,44.08,57.29,69.45,30.98,0.7,Arcilloso,5.9
2708,2909-05-20,2909-09-17,652.25,23.93,57.23,12.55,3081.93,4139.85,455.39,49679.0,N-19 P-13 K-11,Gravedad,24.91,31.21,43.68,46.32,0.6,Arenoso,5.9
2709,2909-09-17,2910-01-15,421.97,21.21,89.98,12.7,3048.13,3590.44,472.24,49269.0,N-18 P-10 K-14,Gravedad,45.37,32.47,44.3,43.94,0.9,Arenoso,7.2
2710,2910-01-15,2910-05-15,584.84,27.94,67.87,12.15,950.36,4047.5,482.53,43377.0,N-10 P-17 K-18,Aspersion,42.94,56.3,51.95,22.37,0.6,Franco,7.0
2711,2910-05-15,2910-09-12,883.07,19.88,80.16,12.91,2520.93,3001.31,459.92,47599.0,N-14 P-18 K-17,Aspersion,22.09,43.85,57.66,19.62,0.6,Arenoso,7.2
2712,2910-09-12,2911-01-10,609.68,27.49,67.56,12.55,147.11,3191.77,431.07,45352.0,N-13 P-20 K-15,Aspersion,40.73,57.58,58.08,16.24,0.7,Arenoso,7.4
2713,2911-01-10,2911-05-10,610.65,25.78,65.98,12.08,426.37,4852.38,420.76,44960.0,N-11 P-11 K-11,Goteo,38.97,39.76,51.63,46.22,0.7,Arcilloso,6.5
2714,2911-05-10,2911-09-07,994.06,24.62,81.88,12.82,1102.04,4833.15,419.15,44349.0,N-17 P-11 K-20,Gravedad,21.27,46.36,44.34,36.15,0.9,Franco,6.2
2715,2911-09-07,2912-01-05,674.53,19.33,77.19,12.73,292.99,3377.99,477.95,46564.0,N-20 P-11 K-17,Goteo,47.18,40.28,42.36,26.7,0.7,Arenoso,7.2
2716,2912-01-05,2912-05-04,814.18,23.67,83.85,12.7,1580.47,3038.15,455.46,41496.0,N-11 P-19 K-14,Aspersion,26.99,34.85,54.74,17.0,0.6,Arenoso,6.8
2717,2912-05-04,2912-09-01,630.83,18.08,60.87,12.55,3158.8,3302.73,430.02,46169.0,N-18 P-20 K-18,Gravedad,49.18,54.29,62.24,17.38,0.5,Arcilloso,6.1
2718,2912-09-01,2912-12-30,609.37,25.05,66.13,12.58,2042.25,3990.91,410.45,49095.0,N-20 P-17 K-11,Gravedad,47.81,30.32,41.01,47.82,0.7,Arenoso,7.4
2719,2912-12-30,2913-04-29,901.23,20.49,69.59,12.93,1104.15,4106.29,435.1,45428.0,N-11 P-15 K-14,Aspersion,44.82,58.74,47.35,23.16,0.8,Arcilloso,5.5
2720,2913-04-29,2913-08-27,832.69,22.77,63.61,12.44,2683.8,4284.85,450.65,48103.0,N-18 P-15 K-13,Gravedad,27.02,53.99,60.97,13.12,0.7,Arenoso,5.7
2721,2913-08-27,2913-12-25,661.04,19.6,81.07,12.94,2349.22,4713.18,411.15,48725.0,N-16 P-12 K-18,Goteo,42.62,43.37,57.5,47.34,0.8,Arenoso,7.3
2722,2913-12-25,2914-04-24,781.1,27.71,72.72,12.04,2354.78,3537.43,494.19,47733.0,N-15 P-13 K-12,Goteo,39.27,33.95,59.01,47.19,0.8,Franco,7.3
2723,2914-04-24,2914-08-22,804.17,18.88,56.45,12.17,983.97,4966.04,475.58,46456.0,N-13 P-18 K-19,Gravedad,24.3,31.22,63.48,49.19,0.9,Arcilloso,6.7
2724,2914-08-22,2914-12-20,842.53,22.46,73.74,12.55,1776.94,4030.89,451.46,43597.0,N-15 P-10 K-10,Aspersion,28.39,47.08,62.77,30.3,0.6,Arenoso,6.1
2725,2914-12-20,2915-04-19,700.12,24.35,77.97,12.71,2858.99,3037.4,455.88,43039.0,N-14 P-10 K-18,Gravedad,37.41,40.29,57.74,22.19,0.9,Arenoso,5.7
2726,2915-04-19,2915-08-17,772.23,21.79,72.31,12.21,2357.62,4078.68,449.0,47918.0,N-12 P-19 K-19,Goteo,31.78,54.84,48.32,14.72,0.5,Franco,7.0
2727,2915-08-17,2915-12-15,844.69,27.46,65.09,12.22,2784.99,3025.17,418.9,48696.0,N-17 P-20 K-16,Aspersion,48.61,49.5,49.89,49.26,0.9,Franco,6.7
2728,2915-12-15,2916-04-13,738.08,19.8,56.89,12.55,626.75,4524.62,494.01,46576.0,N-19 P-19 K-19,Aspersion,21.99,37.53,62.25,41.89,0.7,Arcilloso,7.4
2729,2916-04-13,2916-08-11,520.09,20.32,84.35,12.64,1641.49,3531.64,452.63,43182.0,N-20 P-15 K-10,Aspersion,28.66,48.76,59.22,22.37,1.0,Franco,5.8
2730,2916-08-11,2916-12-09,723.94,27.34,80.09,12.73,2546.56,3011.66,446.07,42655.0,N-17 P-17 K-15,Gravedad,41.73,43.19,40.2,19.1,0.6,Franco,7.1
2731,2916-12-09,2917-04-08,601.64,25.05,89.09,12.58,2235.86,3583.28,455.92,42174.0,N-13 P-16 K-14,Aspersion,48.14,40.1,62.74,38.91,0.8,Arcilloso,7.4
2732,2917-04-08,2917-08-06,494.64,19.95,73.07,12.71,2996.31,4587.4,462.68,48442.0,N-10 P-19 K-15,Gravedad,31.84,59.68,67.26,30.95,0.9,Arcilloso,7.5
2733,2917-08-06,2917-12-04,790.8,27.0,56.77,12.62,1525.57,4462.91,431.24,42730.0,N-18 P-16 K-10,Goteo,45.63,43.08,40.27,40.9,0.8,Arcilloso,6.0
2734,2917-12-04,2918-04-03,753.35,20.34,70.94,12.51,2793.07,3754.61,421.67,43439.0,N-13 P-18 K-19,Goteo,26.27,58.52,66.53,13.74,0.7,Arenoso,6.8
2735,2918-04-03,2918-08-01,607.5,26.59,57.11,12.53,1075.27,4482.84,450.88,47967.0,N-11 P-15 K-13,Aspersion,37.46,57.7,52.69,32.56,0.9,Arcilloso,5.8
2736,2918-08-01,2918-11-29,525.13,21.09,69.02,12.92,1401.71,4789.87,461.13,47235.0,N-13 P-12 K-19,Aspersion,25.53,53.7,46.37,48.63,0.5,Arenoso,6.7
2737,2918-11-29,2919-03-29,669.02,18.88,52.99,12.4,795.54,3250.6,400.56,49135.0,N-11 P-15 K-20,Aspersion,20.83,44.88,59.29,19.12,0.8,Arcilloso,5.9
2738,2919-03-29,2919-07-27,751.23,24.04,52.95,12.21,2355.88,3649.32,488.4,44125.0,N-13 P-20 K-10,Gravedad,20.05,38.51,46.81,15.94,1.0,Franco,5.8
2739,2919-07-27,2919-11-24,761.72,26.97,52.39,12.45,2075.73,4424.91,476.17,43426.0,N-15 P-16 K-14,Gravedad,47.62,33.03,59.23,20.58,0.6,Franco,7.3
2740,2919-11-24,2920-03-23,940.86,25.7,58.82,12.26,1966.64,3034.28,408.3,48384.0,N-11 P-10 K-16,Aspersion,31.08,52.78,63.18,38.25,0.9,Franco,6.1
2741,2920-03-23,2920-07-21,505.73,20.92,87.18,12.4,453.75,4730.0,448.18,41771.0,N-11 P-16 K-18,Goteo,44.89,56.77,47.73,46.64,0.6,Franco,6.6
2742,2920-07-21,2920-11-18,422.27,26.34,89.73,12.47,1408.33,3530.95,425.73,42671.0,N-15 P-18 K-19,Aspersion,31.19,38.35,67.93,47.27,0.9,Arcilloso,6.9
2743,2920-11-18,2921-03-18,964.35,25.73,86.68,12.75,66.38,3446.0,474.17,41732.0,N-17 P-16 K-15,Aspersion,46.34,46.57,56.04,22.2,0.9,Franco,7.2
2744,2921-03-18,2921-07-16,413.16,24.23,55.8,12.86,2411.06,3920.95,458.48,46965.0,N-13 P-13 K-17,Goteo,39.9,48.43,43.55,30.91,0.7,Arcilloso,6.2
2745,2921-07-16,2921-11-13,661.2,24.44,66.5,12.38,2580.61,3387.82,425.22,41841.0,N-10 P-12 K-15,Aspersion,44.25,43.46,51.37,20.44,0.7,Franco,6.4
2746,2921-11-13,2922-03-13,806.15,26.81,51.58,12.19,2763.71,3330.59,442.93,43003.0,N-12 P-17 K-20,Goteo,31.86,46.02,65.92,18.76,0.9,Arenoso,5.8
2747,2922-03-13,2922-07-11,608.72,24.03,79.76,12.75,818.63,3392.14,486.45,44459.0,N-20 P-13 K-10,Aspersion,23.72,36.73,53.47,48.83,0.6,Arcilloso,6.8
2748,2922-07-11,2922-11-08,771.4,19.72,69.24,12.48,389.7,3951.78,487.26,46705.0,N-20 P-12 K-11,Aspersion,30.89,54.28,65.8,17.48,1.0,Arenoso,6.1
2749,2922-11-08,2923-03-08,877.59,20.79,82.54,12.41,390.03,3878.89,456.69,40851.0,N-12 P-10 K-17,Aspersion,27.92,48.19,40.39,37.74,0.9,Franco,6.8
2750,2923-03-08,2923-07-06,989.37,21.42,64.53,12.94,1298.18,4123.73,414.04,42109.0,N-16 P-14 K-17,Gravedad,33.06,37.65,63.47,40.38,0.9,Arcilloso,6.7
2751,2923-07-06,2923-11-03,613.91,19.79,87.89,12.03,1254.62,3068.68,455.29,48464.0,N-20 P-14 K-10,Goteo,24.21,58.42,51.89,20.47,0.6,Franco,6.9
2752,2923-11-03,2924-03-02,413.54,19.9,77.79,12.01,2918.24,4571.66,464.81,45951.0,N-16 P-14 K-13,Aspersion,44.49,34.05,47.82,47.63,1.0,Franco,6.5
2753,2924-03-02,2924-06-30,685.37,23.55,68.1,12.51,367.81,4319.79,479.79,42552.0,N-14 P-11 K-11,Aspersion,34.6,32.5,54.82,40.61,0.7,Franco,6.4
2754,2924-06-30,2924-10-28,802.72,23.74,70.6,12.69,498.09,3818.92,433.11,41443.0,N-11 P-17 K-14,Gravedad,23.77,36.15,60.44,46.18,0.8,Franco,7.3
2755,2924-10-28,2925-02-25,521.53,26.88,51.25,12.29,1934.07,3595.69,448.61,40454.0,N-18 P-13 K-15,Goteo,39.92,48.49,65.17,15.45,0.5,Arenoso,7.3
2756,2925-02-25,2925-06-25,766.96,27.57,86.82,12.24,1048.45,4091.8,471.6,47627.0,N-19 P-18 K-19,Goteo,40.86,42.11,66.79,28.78,0.7,Franco,7.1
2757,2925-06-25,2925-10-23,835.31,23.16,83.81,12.91,1938.5,3275.94,414.82,44684.0,N-10 P-15 K-19,Aspersion,47.2,45.57,45.13,23.63,0.7,Arenoso,7.2
2758,2925-10-23,2926-02-20,681.51,26.68,74.49,12.01,1062.74,3275.73,487.86,44799.0,N-20 P-10 K-16,Gravedad,34.59,47.21,41.86,38.81,0.6,Arenoso,6.5
2759,2926-02-20,2926-06-20,871.42,26.7,68.45,12.67,160.66,4428.82,475.12,46305.0,N-15 P-20 K-19,Aspersion,33.33,31.65,49.22,37.32,1.0,Arcilloso,7.4
2760,2926-06-20,2926-10-18,718.23,26.99,85.45,12.64,2130.47,3169.26,427.82,45521.0,N-14 P-14 K-16,Goteo,45.88,36.01,43.64,21.29,0.6,Arcilloso,6.7
2761,2926-10-18,2927-02-15,597.17,26.43,81.52,12.48,1001.46,4584.05,467.11,44182.0,N-12 P-16 K-11,Gravedad,31.57,52.37,60.3,43.53,0.6,Arenoso,7.2
2762,2927-02-15,2927-06-15,868.57,25.22,74.26,12.91,797.93,3183.11,487.26,47485.0,N-16 P-10 K-11,Goteo,38.92,39.44,64.04,42.62,0.8,Arenoso,6.9
2763,2927-06-15,2927-10-13,469.57,20.95,72.48,12.24,15.02,3983.21,443.34,45115.0,N-16 P-15 K-13,Goteo,45.84,59.16,60.15,38.86,0.8,Arcilloso,7.1
2764,2927-10-13,2928-02-10,663.18,18.82,72.66,12.58,2026.72,4616.4,454.01,41346.0,N-15 P-18 K-17,Aspersion,40.64,38.75,64.28,22.43,0.7,Arenoso,5.7
2765,2928-02-10,2928-06-09,686.73,26.48,79.72,12.7,1252.02,4275.44,408.61,40544.0,N-14 P-16 K-11,Goteo,45.63,33.13,59.37,23.45,0.9,Arenoso,7.1
2766,2928-06-09,2928-10-07,616.32,21.12,83.59,12.23,1084.43,4191.92,490.45,40036.0,N-12 P-20 K-12,Gravedad,27.58,52.28,47.77,43.37,0.6,Arcilloso,5.8
2767,2928-10-07,2929-02-04,693.43,26.78,79.87,12.12,1699.4,3251.17,459.06,40887.0,N-15 P-15 K-11,Aspersion,40.3,35.54,40.87,10.59,0.8,Arcilloso,5.8
2768,2929-02-04,2929-06-04,930.45,24.59,54.74,12.82,1748.23,3202.91,431.97,45739.0,N-18 P-19 K-10,Gravedad,30.42,52.7,42.89,10.79,0.7,Franco,5.7
2769,2929-06-04,2929-10-02,505.05,23.71,76.24,12.15,1294.31,3934.35,483.77,40829.0,N-18 P-16 K-15,Goteo,40.26,59.19,59.46,45.73,0.8,Franco,6.6
2770,2929-10-02,2930-01-30,860.14,26.49,66.52,12.51,504.32,4583.89,418.63,48964.0,N-11 P-18 K-17,Goteo,48.43,32.51,62.58,35.12,0.7,Franco,6.5
2771,2930-01-30,2930-05-30,949.02,19.9,68.85,12.25,75.58,4381.74,421.27,46199.0,N-16 P-19 K-13,Gravedad,20.83,49.98,59.02,14.9,0.9,Arcilloso,5.8
2772,2930-05-30,2930-09-27,408.25,19.32,77.78,12.87,2064.44,4893.95,451.05,49284.0,N-15 P-14 K-14,Goteo,22.54,38.5,64.6,43.43,0.8,Arenoso,5.9
2773,2930-09-27,2931-01-25,406.69,21.78,63.27,12.29,373.24,4471.2,406.52,40966.0,N-19 P-18 K-15,Goteo,45.45,45.92,46.06,35.94,1.0,Arcilloso,6.9
2774,2931-01-25,2931-05-25,849.84,19.62,53.43,12.77,45.79,3521.75,472.93,49205.0,N-18 P-11 K-18,Gravedad,20.77,33.8,42.45,25.83,0.6,Arenoso,7.2
2775,2931-05-25,2931-09-22,606.97,22.0,67.77,12.52,637.96,3369.02,417.16,49523.0,N-17 P-16 K-13,Goteo,33.26,37.28,61.93,17.7,0.6,Arenoso,7.3
2776,2931-09-22,2932-01-20,466.4,18.45,80.72,12.98,1947.63,4127.83,428.67,45374.0,N-11 P-16 K-14,Goteo,28.59,58.19,56.22,41.9,0.9,Arenoso,6.9
